district,wholename,namefirst,namelast,party,votes1st,incumb,incumby,wonseat,m,electorate,senator,councillor,incministerstate,incminister,votes1997,valid1997,ptyvote1997,candptytotvote1997,voteshare1997,redistricted,gender,bday,count2,count3,count4,count5,count6,count7,count8,count9,count10,count11,count12,count13,count14,count15,count16,constituency,spend_party,spend_total,spend_public,spend_minor,assigned,spendlimit,assignedpct,minister,cexplimit,advert,publicity,election,otherexp,officestat,transport,market,campaign,totalexp,spend_cand,cexpincurred,marginalcand,ffbounce_ff,ffbounce_pd,ffbounce_lb,ffbounce_green,ffbounce_sf,ffbounce_oth,fgb_ff,fgb_pd,fgb_lb,fgb_green,fgb_sf,fgb_oth,labb_pd,labb_green,labb_lab,labb_sf,labb_oth,othrb_ff,othb_pd,othb_lab,othb_sf,othb_oth,ffbounce_fg,fgb_fg,labb_ff,labb_fg,othb_fg,othb_green,_merge,ffm,fgm,labm,othm,greenm,sfm,marginal
Galway East,Noel Treacy,Noel,Treacy,ff,7765,Yes,0,1,4,72639,0,0,1,0,6531,42917,0.486007869,20858,0.152177453,minor,m,12/1/52,7847,8091,8726,9253,0,0,0,0,0,0,0,0,0,0,0,GalwayE,4104.080078,26973.08008,8327,NA,15871,31743.44922,49.99771881,1,15872.4502,2051,137,6458,5092,1233,3165,0,4733,22869,22869,22869,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,1
Dublin North East,Noelle Ryan,Noelle,Ryan,pd,1219,No,0,0,3,51793,0,0,0,0,NA,NA,NA,NA,NA,major,f,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinNE,3769,3969,NA,NA,NA,25394.75977,NA,0,4094.76001,0,0,0,0,200,0,0,0,200,200,200,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,3,1,1,1,0,0,0,0
Limerick East,Nora Bennis,Nora,Bennis,ind,479,No,0,0,5,79329,0,0,0,0,1533,49701,0.03084445,1533,0.03084445,minor,f,NA,536,545,0,0,0,0,0,0,0,0,0,0,0,0,0,LimerickE,0,9696.910156,NA,NA,NA,38092.14063,NA,0,38092.14063,2982.219971,50,1915.189941,4749.5,0,0,0,0,9696.910156,9696.910156,9696.910156,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Dublin North,Nora Owen,Nora,Owen,fg,4012,Yes,0,0,4,71679,0,0,0,0,5956,41158,0.189829439,7813,0.14471063,minor,f,NA,4030,4132,4720,4763,0,0,0,0,0,0,0,0,0,0,0,DublinN,0,19375.71094,3120.47998,NA,NA,31743.44922,NA,0,16805.61914,1663.75,300,8745.19043,3854.840088,674.4500122,125,0,4012.47998,19375.71094,19375.71094,19375.71094,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0
Dublin South East,Norman Gray,Norman,Gray,ind,99,No,0,0,4,58662,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinSE,0,2004.449951,NA,NA,NA,31743.44922,NA,0,31743.44922,0,1759.449951,100,80,65,0,0,0,2004.449951,2004.449951,2004.449951,3,2,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0
Dublin South,Olivia Mitchell,Olivia,Mitchell,fg,5568,Yes,0,1,5,91666,0,0,0,0,8775,57986,0.290915042,16869,0.151329637,minor,f,7/1/47,5629,5633,5844,5928,6142,6540,11048,9211,0,0,0,0,0,0,0,DublinS,366.5,11887.5,2559,NA,NA,38092.14063,NA,0,14000.13965,340,0,2104,6505,442,0,0,2130,11521,11521,11521,2,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,2,2,1,1,1,3,0,1,1,0,1,0,1
Waterford,Ollie Wilkinson,Ollie,Wilkinson,ff,7312,No,0,1,4,73511,0,0,0,0,4707,44797,0.357858777,16031,0.105074003,no,m,10/1/44,7367,7383,7443,7635,7723,8204,0,0,0,0,0,0,0,0,0,Waterford,2318.5,11534.45996,NA,NA,15871,31743.44922,49.99771881,0,15872.4502,5300.759766,720,2765.199951,0,190,240,0,0,9215.959961,9215.959961,9215.959961,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
Laois Offaly,Olwyn Enright,Olwyn,Enright,fg,8053,No,0,1,5,94096,0,0,0,0,NA,NA,NA,NA,NA,no,f,7/1/74,8255,8403,8897,10205,11005,0,0,0,0,0,0,0,0,0,0,LaoisO,3107.350098,20712.07031,NA,NA,NA,38092.14063,NA,0,20951.14063,1826.040039,300,8066.779785,5811.899902,0,1600,0,0,17604.7207,17604.7207,17604.7207,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,2,2,0,3,1,0,0,0,0,0,0
Cork South West,P J Sheehan,P,Sheehan,fg,5831,Yes,0,0,3,53672,0,0,0,0,8008,34995,0.441834539,15462,0.228832692,no,m,NA,5864,5932,6156,6987,8287,8556,0,0,0,0,0,0,0,0,0,CorkSW,0,12486.19043,2190.47998,NA,NA,25394.75977,NA,0,13604.59961,1721.75,0,4146.97998,2644.459961,3923,50,0,0,12486.19043,12486.19043,12486.19043,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,1,2,0,3,0,1,1,0,0,0,1
Galway East,Paddy McHugh,Paddy,McHugh,ind,7786,No,0,1,4,72639,0,0,0,0,NA,NA,NA,NA,NA,minor,m,1/1/53,8042,8581,8825,9881,0,0,0,0,0,0,0,0,0,0,0,GalwayE,0,27218.84961,NA,NA,NA,31743.44922,NA,0,31743.44922,8661.589844,415.7000122,13116.16016,3495,695.4000244,835,0,0,27218.84961,27218.84961,27218.84961,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,0
Cavan Monaghan,Paddy O'Reilly,Paddy,O'Reilly,fg,4639,No,0,0,5,87087,0,0,0,0,4532,59544,0.346684813,20643,0.076111786,no,m,NA,4667,4698,4817,4836,4955,5108,5320,5429,5628,5710,0,0,0,0,0,CavanM,0,12839.2002,NA,NA,NA,38092.14063,NA,0,15872.13965,3854.530029,0,2583.149902,2867.129883,3534.389893,0,0,0,12839.2002,12839.2002,12839.2002,3,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Galway West,Padraic McCormack,Padraic,McCormack,fg,4760,Yes,0,1,5,80109,0,0,0,0,7221,48212,0.222143859,10710,0.149775997,minor,m,5/1/42,4850,4853,4859,5260,5318,5502,5865,6001,6012,6285,7623,8420,8245,8245,8245,GalwayW,1285.199951,21300,3328.75,NA,NA,38092.14063,NA,0,17592.14063,4059.419922,4333.330078,5124.950195,3168.350098,1813.300049,0,0,1515.449951,20014.80078,20014.80078,20014.80078,2,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,1,3,1,1,0,3,0,0,0,0,0,0,0
Donegal North East,Padraig MacLochlainn,Padraig,MacLochlainn,sf,3611,No,0,0,3,57048,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,3714,3751,0,0,0,0,0,0,0,0,0,0,0,0,0,DonegalNE,0,12820.0498,NA,NA,NA,25394.75977,NA,0,19394.75977,4685.25,62.54000092,3688.080078,4041.830078,342.3500061,0,0,0,12820.0498,12820.0498,12820.0498,3,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0
Clare,Pat Breen,Pat,Breen,fg,4541,No,0,1,4,78643,0,0,0,0,NA,NA,NA,NA,NA,no,m,3/1/57,4701,5265,6934,11396,0,0,0,0,0,0,0,0,0,0,0,Clare,1699.459961,11687.45996,NA,NA,NA,31743.44922,NA,0,12448.4502,1305,0,4203,2711,866,508,0,395,9988,9988,9988,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,3,1,2,0,3,1,1,0,0,0,0,1
Dublin North West,Pat Carey,Pat,Carey,ff,5523,Yes,0,1,3,47394,0,0,0,0,6188,36699,0.470394284,17263,0.168614954,major,m,11/1/47,5565,5827,5906,5968,6599,0,0,0,0,0,0,0,0,0,0,DublinNW,5607.060059,18909.09961,2859.98999,NA,11700,25394.75977,46.07249832,0,13694.75977,642.6799927,316,1777.420044,4685.609863,5660.330078,120,0,100,13302.04004,13302.04004,13302.04004,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,2,1,1,0,3,0,0,0,1,0,0,0
Limerick East,Pat Kennedy,Pat,Kennedy,ind,2092,No,0,0,5,79329,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,2313,2366,2434,2567,2650,2840,3379,0,0,0,0,0,0,0,0,LimerickE,0,21927.28906,NA,NA,NA,38092.14063,NA,0,38092.14063,5775.439941,95.62999725,11752.53027,4003.689941,100,200,0,0,21927.28906,21927.28906,21927.28906,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Meath,Pat O'Brien,Pat,O'Brien,ind,1199,No,0,0,5,107894,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,1202,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,Meath,0,5440.870117,NA,NA,NA,38092.14063,NA,0,38092.14063,367.7999878,92,2491.540039,1783,587.5300293,119,0,0,5440.870117,5440.870117,5440.870117,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,0
Donegal South West,Pat the Cope Gallagher,Pat,Gallagher,ff,7740,No,0,1,3,53672,0,0,0,0,NA,NA,NA,NA,NA,no,m,3/1/48,7843,7960,8202,8502,9281,8909,8909,0,0,0,0,0,0,0,0,DonegalSW,3001.939941,15719.25,2630.98999,NA,12697,25394.75977,49.99850464,0,12697.75977,2416.149902,0,3242.129883,3082.290039,3276.73999,700,0,0,12717.30957,12717.30957,12717.30957,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,0,3,0,0,0,1,0,0,0
Cork East,Patrick Manning,Patrick,Manning,csp,187,No,0,0,4,71907,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CorkE,0,0,NA,NA,NA,31743.44922,NA,0,31743.44922,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Dublin Central,Patrick O'Donnell,Patrick,O'Donnell,ind,89,No,0,0,4,61194,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinC,0,300,NA,NA,NA,31743.44922,NA,0,31743.44922,300,0,0,0,0,0,0,0,300,300,300,3,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,3,1,0,1,1,0,1,0
Dun Laoghaire,Patrick O'Keefe,Patrick,O'Keefe,ind,593,No,0,0,5,90219,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,596,614,628,684,724,0,0,0,0,0,0,0,0,0,0,DunL,0,4843.379883,NA,NA,NA,38092.14063,NA,0,38092.14063,1355,129.3800049,772,2587,0,0,0,0,4843.379883,4843.379883,4843.379883,3,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,2,1,1,1,3,0,0,1,0,1,0,0
Limerick West,Patrick O'Riordan,Patrick,O'Riordan,csp,144,No,0,0,3,52903,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,151,177,0,0,0,0,0,0,0,0,0,0,0,0,0,LimerickW,0,369,NA,NA,NA,25394.75977,NA,0,25394.75977,0,64,0,185,0,120,0,0,369,369,369,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,0,3,1,1,0,0,0,0,0
Dublin South West,Patrick Quinn,Patrick,Quinn,gp,1157,No,0,0,4,67631,0,0,0,0,NA,NA,NA,NA,NA,major,m,NA,1214,1334,1348,1408,1687,0,0,0,0,0,0,0,0,0,0,DublinSW,0,1487.699951,NA,NA,NA,31743.44922,NA,0,31743.44922,1452,0,35.70000076,0,0,0,0,0,1487.699951,1487.699951,1487.699951,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Dublin South West,Patrick Rabbitte,Patrick,Rabbitte,lab,6314,Yes,0,1,4,67631,0,1,0,0,5094,41852,0.121714614,5094,0.121714614,major,m,5/1/49,6364,6499,6523,7190,7648,0,0,0,0,0,0,0,0,0,0,DublinSW,3603.840088,17842,7908.410156,NA,NA,31743.44922,NA,0,19046.07031,1123.800049,242,1813.5,4773.950195,4338,0,0,1946.910034,14238.16016,14238.16016,14238.16016,2,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Westmeath,Patrick Walsh,Patrick,Walsh,csp,126,No,0,0,3,53202,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Westmeath,0,0,NA,NA,NA,25394.75977,NA,0,25394.75977,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,0,3,1,1,0,0,0,0,0
Cavan Monaghan,Paudge Connolly,Paudge,Connolly,ind,7722,No,0,1,5,87087,0,0,0,0,NA,NA,NA,NA,NA,no,m,9/1/53,7867,7871,7946,8375,8614,8973,9678,10870,10870,10308,10308,0,0,0,0,CavanM,0,17934.78906,NA,122.6800003,NA,38092.14063,NA,0,38092.14063,2194.169922,245.7799988,2025.579956,9849.860352,3619.399902,0,0,0,17934.78906,17934.78906,17934.78906,3,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Cork East,Paul Bradford,Paul,Bradford,fg,7053,Yes,0,0,4,71907,0,0,0,0,7859,43076,0.30123502,12976,0.182444975,minor,m,NA,7224,7718,8231,0,0,0,0,0,0,0,0,0,0,0,0,CorkE,0,21406.42969,5413,NA,NA,31743.44922,NA,0,16805.44922,2415.780029,383.25,6054.419922,3829.689941,3206.800049,1410,0,4106.490234,21406.42969,21406.42969,21406.42969,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,3,1,1,0,0,0,0,1
Galway East,Paul Connaughton,Paul,Connaughton,fg,8635,Yes,0,1,4,72639,0,0,0,0,6445,42917,0.311671376,13376,0.15017359,minor,m,6/1/44,8766,8984,13971,9885,0,0,0,0,0,0,0,0,0,0,0,GalwayE,1285.199951,18284.64063,4124.5,NA,NA,31743.44922,NA,0,16805.44922,2363.080078,0,4276.200195,6235.660156,4124.5,0,0,0,16999.43945,16999.43945,16999.43945,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,1
Dublin Mid West,Paul Gogarty,Paul,Gogarty,gp,3508,No,0,1,3,54793,0,1,0,0,1732,40074,0.043220043,1732,0.043220043,new constituency,m,12/1/68,3523,3541,3627,3870,3947,4594,5260,5645,6345,0,0,0,0,0,0,DublinMidW,0,9217.299805,480,NA,NA,25394.75977,NA,0,25394.75977,165.75,0,3206.350098,5845.200195,0,0,0,0,9217.299805,9217.299805,9217.299805,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,3,0,1,1,1,1,0,1
Wexford,Paul Kehoe,Paul,Kehoe,fg,7048,No,0,1,5,94969,0,0,0,0,NA,NA,NA,NA,NA,no,m,1/1/73,7099,7387,8791,9195,12631,10071,10071,0,0,0,0,0,0,0,0,Wexford,521.2399902,19301.25977,720,NA,NA,38092.14063,NA,0,20092.14063,6918.850098,1264.619995,7654.509766,750.2000122,2191.840088,0,0,0,18780.01953,18780.01953,18780.01953,3,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,1
Kildare North,Paul Kelly,Paul,Kelly,ff,5168,No,0,0,3,58205,0,1,0,0,4039,31396,0.348579437,10944,0.128646955,minor,m,NA,5681,5923,7382,7890,0,0,0,0,0,0,0,0,0,0,0,KIldareN,6516.459961,18320.58008,11.06999969,NA,12697,25394.75977,49.99850464,0,12697.75977,1887.900024,109.6200027,3328.419922,4671.910156,1806.27002,0,0,0,11804.12012,11804.12012,11804.12012,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Westmeath,Paul McGrath,Paul,McGrath,fg,5570,Yes,0,1,3,53202,0,0,0,0,5218,32787,0.258761108,8484,0.15914844,no,m,2/1/48,5715,8485,0,0,0,0,0,0,0,0,0,0,0,0,0,Westmeath,2305.5,19340.49023,5227.620117,NA,NA,25394.75977,NA,0,13604.75977,6104.350098,0,3368.919922,2334.100098,5227.620117,0,0,0,17034.99023,17034.99023,17034.99023,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,0,3,1,1,0,0,0,0,1
Dublin Central,Paul O'Loughlin,Paul,O'Loughlin,csp,366,No,0,0,4,61194,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinC,1047.5,1047.5,NA,81.73999786,NA,31743.44922,NA,0,30643.44922,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,3,1,0,1,1,0,1,0
Longford Roscommon,Paul Whelan,Paul,Whelan,sf,1673,No,0,0,4,69172,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,1686,1702,1872,0,0,0,0,0,0,0,0,0,0,0,0,LongfordR,0,10323.76953,NA,NA,NA,31743.44922,NA,0,25743.44922,1785,11.78999996,2514.080078,3059.23999,2226.060059,580.0100098,0,147.5899963,10323.76953,10323.76953,10323.76953,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2,2,1,0,3,0,1,0,0,0,0,0
Donegal South West,Pearse Doherty,Pearse,Doherty,sf,2697,No,0,0,3,53672,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,2771,3571,3720,4166,5170,5269,0,0,0,0,0,0,0,0,0,DonegalSW,0,13629.33008,NA,NA,NA,25394.75977,NA,0,19394.75977,1738.150024,625.5499878,4466.459961,4897.560059,1162.310059,488.2999878,0,251,13629.33008,13629.33008,13629.33008,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,0,3,0,0,0,1,0,0,0
Longford Roscommon,Peter Kelly,Peter,Kelly,ff,7319,No,0,1,4,69172,0,0,0,0,NA,NA,NA,NA,NA,no,m,8/1/44,7323,7334,7407,7634,7872,7905,7980,8005,9318,0,0,0,0,0,0,LongfordR,4221.799805,13445.0498,522.1199951,16.5,15875,31743.44922,50.01031876,0,15868.4502,3900,300,2258.610107,1678.689941,824.5900269,0,0,261.3599854,9223.25,9223.25,9223.25,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2,2,1,0,3,0,1,0,0,0,0,0
Limerick East,Peter Power,Peter,Power,ff,3881,No,0,1,5,79329,0,0,0,0,2362,49701,0.39719522,19741,0.047524195,minor,m,1/1/66,5838,5879,5969,6007,6080,6253,6425,6851,9491,8334,0,0,0,0,0,LimerickE,2867.610107,19758.89063,24.19000053,NA,19046,38092.14063,49.99981689,0,19046.14063,3485,1152.339966,6373.72998,3133.899902,2546.310059,200,0,0,16891.2793,16891.2793,16891.2793,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Louth,Peter Short,Peter,Short,wp,176,No,0,0,4,80924,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louth,0,2729,NA,NA,NA,31743.44922,NA,0,31743.44922,780,100,361,1268,120,100,0,0,2729,2729,2729,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,2,1,2,0,3,0,1,1,0,0,0,0
Meath,Peter Ward,Peter,Ward,lab,2727,No,0,0,5,107894,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,2748,2769,2844,2964,3595,0,0,0,0,0,0,0,0,0,0,Meath,3855.280029,25513.05078,NA,200,NA,38092.14063,NA,0,26852.14063,387.2000122,310.5,12223.98047,6337.279785,2373.780029,25.03000069,0,0,21657.76953,21657.76953,21657.76953,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,0
Carlow Kilkenny,Philip Hogan,Philip,Hogan,fg,7841,Yes,0,1,5,95060,0,0,0,0,9642,56449,0.291874081,16476,0.170809045,no,m,7/1/60,7852,8074,8239,8903,12238,12238,12238,0,0,0,0,0,0,0,0,CarlowK,0,19743.09961,3478.949951,NA,NA,38092.14063,NA,0,20951.14063,5129.950195,0,5290.200195,4890.600098,2850.350098,0,0,1582,19743.09961,19743.09961,19743.09961,1,3,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,2,1,1,1,3,1,1,1,0,1,0,1
Kildare South,Rainsford Hendy,Rainsford,Hendy,fg,828,No,0,0,3,56386,0,0,0,0,1371,28808,0.264891684,7631,0.047590949,minor,m,NA,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KildareS,0,10037,NA,NA,NA,25394.75977,NA,0,13594.75977,2393,300,3347,3577,420,0,0,0,10037,10037,10037,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,3,1,0,1,0,0,0,0
Dublin South West,Ray Kelly,Ray,Kelly,ind,291,No,0,0,4,67631,0,0,0,0,NA,NA,NA,NA,NA,major,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinSW,0,500,NA,NA,NA,31743.44922,NA,0,31743.44922,0,0,500,0,0,0,0,0,500,500,500,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Wicklow,Raymond O'Rourke,Raymond,O'Rourke,fg,1332,No,0,0,5,87909,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,1335,1355,1374,1399,0,0,0,0,0,0,0,0,0,0,0,Wicklow,106.4800034,18094.5293,NA,NA,NA,38092.14063,NA,0,20949.64063,8828.459961,0,5595.109863,2764.47998,500,300,0,0,17988.05078,17988.05078,17988.05078,3,2,0,1,0,0,1,2,0,1,0,0,1,0,0,2,0,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1,0,0,0,0
Dun Laoghaire,Richard Boyd Barrett,Richard Boyd,Barrett,swp,876,No,0,0,5,90219,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,878,880,890,916,932,0,0,0,0,0,0,0,0,0,0,DunL,3025.100098,3075.100098,NA,NA,NA,38092.14063,NA,0,34592.14063,0,0,0,50,0,0,0,0,50,50,50,3,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,2,1,1,1,3,0,0,1,0,1,0,0
Dublin North Central,Richard Bruton,Richard,Bruton,fg,5159,Yes,0,1,4,65199,0,0,0,0,8196,43165,0.260280311,11235,0.18987605,major,m,3/1/53,5195,6247,6362,6750,9045,0,0,0,0,0,0,0,0,0,0,DublinNC,0,13064.08984,4737.890137,NA,NA,31743.44922,NA,0,14000,695.75,0,2140.530029,4752.689941,5475.120117,0,0,0,13064.08984,13064.08984,13064.08984,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,3,0,0,1,1,0,0,0
Dublin North Central,Ritchie Browne,Ritchie,Browne,swp,638,No,0,0,4,65199,0,0,0,0,NA,NA,NA,NA,NA,major,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinNC,3025.100098,3025.100098,NA,NA,NA,31743.44922,NA,0,28243.44922,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,3,0,0,1,1,0,0,0
Cavan Monaghan,Robbie Gallagher,Robbie,Gallagher,ff,3731,No,0,0,5,87087,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,3789,3874,3921,4004,4197,4319,4535,0,0,0,0,0,0,0,0,CavanM,4648.359863,20122.18945,NA,64.52999878,19046,38092.14063,49.99981689,0,19046.14063,4765.22998,0,6646.77002,1564.530029,2497.300049,0,0,0,15473.83008,15473.83008,15473.83008,3,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Dublin West,Robert Bonnie,Robert,Bonnie,gp,748,No,0,0,3,52161,0,0,0,0,NA,NA,NA,NA,NA,major,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinW,0,0,NA,NA,NA,25394.75977,NA,0,25394.75977,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,1,1,0,0,0,0
Wicklow,Robert Kearns,Robert,Kearns,ind,406,No,0,0,5,87909,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,410,416,422,0,0,0,0,0,0,0,0,0,0,0,0,Wicklow,0,5377,NA,NA,NA,38092.14063,NA,0,38092.14063,3025,0,0,2352,0,0,0,0,5377,5377,5377,3,2,0,1,0,0,1,2,0,1,0,0,1,0,0,2,0,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1,0,0,0,0
Dublin North West,Roisin Shortall,Roisin,Shortall,lab,4391,Yes,0,1,3,47394,0,0,0,0,4084,36699,0.11128369,4084,0.11128369,major,f,4/1/54,4400,4443,4629,4915,6932,0,0,0,0,0,0,0,0,0,0,DublinNW,4117.439941,13880.37988,5168.189941,60.18999863,NA,25394.75977,NA,0,15236.86035,0,0,0,3014.75,4727.600098,0,0,2020.589966,9762.94043,9762.94043,9762.94043,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,2,1,1,0,3,0,0,0,1,0,0,0
